ID,glAccountNumber,userDefined1,userDefined2,journalEntryType,journalId,period,amount,amountCreditDebitIndicator,jeLineDescription,reportingAmountCurrency,transactionId,enteredBy,enteredDateTime,tags
9119,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1880,12/1/2024,-51.19,C,Payroll Computer Checks,Z-US$,9137,sa,1/1/1900,common:NetCashFlowOperatingActivities
9120,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1880,12/1/2024,-41.66,C,Payroll Computer Checks,Z-US$,9138,sa,1/1/1900,common:NetCashFlowOperatingActivities
9121,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1880,12/1/2024,-27,C,Payroll Computer Checks,Z-US$,9139,sa,1/1/1900,common:NetCashFlowOperatingActivities
9122,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1881,12/1/2024,-188.48,C,Payroll Computer Checks,Z-US$,9140,sa,1/1/1900,common:NetCashFlowOperatingActivities
9123,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1881,12/1/2024,-552.47,C,Payroll Computer Checks,Z-US$,9141,sa,1/1/1900,common:NetCashFlowOperatingActivities
9124,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1881,12/1/2024,-50.57,C,Payroll Computer Checks,Z-US$,9142,sa,1/1/1900,common:NetCashFlowOperatingActivities
9125,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1881,12/1/2024,-19.9,C,Payroll Computer Checks,Z-US$,9143,sa,1/1/1900,common:NetCashFlowOperatingActivities
9126,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1881,12/1/2024,45.21,D,Payroll Computer Checks,Z-US$,9144,sa,1/1/1900,common:ComprehensiveIncome
9127,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1881,12/1/2024,807.23,D,Payroll Computer Checks,Z-US$,9145,sa,1/1/1900,common:ComprehensiveIncome
9128,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1881,12/1/2024,10.58,D,Payroll Computer Checks,Z-US$,9146,sa,1/1/1900,common:ComprehensiveIncome
9129,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1881,12/1/2024,-102.17,C,Payroll Computer Checks,Z-US$,9147,sa,1/1/1900,common:NetCashFlowOperatingActivities
9130,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1881,12/1/2024,50.57,D,Payroll Computer Checks,Z-US$,9148,sa,1/1/1900,common:ComprehensiveIncome
9131,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1882,12/1/2024,-782.68,C,Payroll Computer Checks,Z-US$,9149,sa,1/1/1900,common:NetCashFlowOperatingActivities
9132,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1882,12/1/2024,-184.31,C,Payroll Computer Checks,Z-US$,9150,sa,1/1/1900,common:NetCashFlowOperatingActivities
9133,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1882,12/1/2024,13.73,D,Payroll Computer Checks,Z-US$,9151,sa,1/1/1900,common:ComprehensiveIncome
9134,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1882,12/1/2024,50.86,D,Payroll Computer Checks,Z-US$,9152,sa,1/1/1900,common:ComprehensiveIncome
9135,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1882,12/1/2024,-22.51,C,Payroll Computer Checks,Z-US$,9153,sa,1/1/1900,common:NetCashFlowOperatingActivities
9136,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1882,12/1/2024,1000,D,Payroll Computer Checks,Z-US$,9154,sa,1/1/1900,common:ComprehensiveIncome
9137,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1882,12/1/2024,-50.86,C,Payroll Computer Checks,Z-US$,9155,sa,1/1/1900,common:NetCashFlowOperatingActivities
9138,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1882,12/1/2024,-82.95,C,Payroll Computer Checks,Z-US$,9156,sa,1/1/1900,common:NetCashFlowOperatingActivities
9139,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1882,12/1/2024,58.72,D,Payroll Computer Checks,Z-US$,9157,sa,1/1/1900,common:ComprehensiveIncome
9140,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1883,12/1/2024,-13.15,C,Payroll Computer Checks,Z-US$,9158,sa,1/1/1900,common:NetCashFlowOperatingActivities
9141,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1883,12/1/2024,50.57,D,Payroll Computer Checks,Z-US$,9159,sa,1/1/1900,common:ComprehensiveIncome
9142,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1883,12/1/2024,-604.25,C,Payroll Computer Checks,Z-US$,9160,sa,1/1/1900,common:NetCashFlowOperatingActivities
9143,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1883,12/1/2024,805.58,D,Payroll Computer Checks,Z-US$,9161,sa,1/1/1900,common:ComprehensiveIncome
9144,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1883,12/1/2024,44.18,D,Payroll Computer Checks,Z-US$,9162,sa,1/1/1900,common:ComprehensiveIncome
9145,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1883,12/1/2024,-125.57,C,Payroll Computer Checks,Z-US$,9163,sa,1/1/1900,common:NetCashFlowOperatingActivities
9146,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1883,12/1/2024,10.33,D,Payroll Computer Checks,Z-US$,9164,sa,1/1/1900,common:ComprehensiveIncome
9147,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1883,12/1/2024,-50.57,C,Payroll Computer Checks,Z-US$,9165,sa,1/1/1900,common:NetCashFlowOperatingActivities
9148,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1883,12/1/2024,-117.12,C,Payroll Computer Checks,Z-US$,9166,sa,1/1/1900,common:NetCashFlowOperatingActivities
9149,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1884,1/1/2025,937.5,D,Payroll Computer Checks,Z-US$,9167,sa,1/1/1900,common:ComprehensiveIncome
9150,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1884,1/1/2025,12.25,D,Payroll Computer Checks,Z-US$,9168,sa,1/1/1900,common:ComprehensiveIncome
9151,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1884,1/1/2025,52.36,D,Payroll Computer Checks,Z-US$,9169,sa,1/1/1900,common:ComprehensiveIncome
9152,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1884,1/1/2025,-171.28,C,Payroll Computer Checks,Z-US$,9170,sa,1/1/1900,common:NetCashFlowOperatingActivities
9153,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1884,1/1/2025,-695.26,C,Payroll Computer Checks,Z-US$,9171,sa,1/1/1900,common:NetCashFlowOperatingActivities
9154,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1884,1/1/2025,-121.08,C,Payroll Computer Checks,Z-US$,9172,sa,1/1/1900,common:NetCashFlowOperatingActivities
9155,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1884,1/1/2025,-14.49,C,Payroll Computer Checks,Z-US$,9173,sa,1/1/1900,common:NetCashFlowOperatingActivities
9156,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1884,1/1/2025,50.77,D,Payroll Computer Checks,Z-US$,9174,sa,1/1/1900,common:ComprehensiveIncome
9157,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1884,1/1/2025,-50.77,C,Payroll Computer Checks,Z-US$,9175,sa,1/1/1900,common:NetCashFlowOperatingActivities
9158,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1885,1/1/2025,-1038.34,C,Payroll Computer Checks,Z-US$,9176,sa,1/1/1900,common:NetCashFlowOperatingActivities
9159,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1885,1/1/2025,18.9,D,Payroll Computer Checks,Z-US$,9177,sa,1/1/1900,common:ComprehensiveIncome
9160,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1885,1/1/2025,80.83,D,Payroll Computer Checks,Z-US$,9178,sa,1/1/1900,common:ComprehensiveIncome
9161,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1885,1/1/2025,-51.32,C,Payroll Computer Checks,Z-US$,9179,sa,1/1/1900,common:NetCashFlowOperatingActivities
9162,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1885,1/1/2025,-44.26,C,Payroll Computer Checks,Z-US$,9180,sa,1/1/1900,common:NetCashFlowOperatingActivities
9163,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1885,1/1/2025,-285.69,C,Payroll Computer Checks,Z-US$,9181,sa,1/1/1900,common:NetCashFlowOperatingActivities
9164,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1885,1/1/2025,1308.72,D,Payroll Computer Checks,Z-US$,9182,sa,1/1/1900,common:ComprehensiveIncome
9165,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1885,1/1/2025,51.32,D,Payroll Computer Checks,Z-US$,9183,sa,1/1/1900,common:ComprehensiveIncome
9166,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1885,1/1/2025,-40.16,C,Payroll Computer Checks,Z-US$,9184,sa,1/1/1900,common:NetCashFlowOperatingActivities
9167,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1886,1/1/2025,-52.15,C,Payroll Computer Checks,Z-US$,9185,sa,1/1/1900,common:NetCashFlowOperatingActivities
9168,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1886,1/1/2025,20.16,D,Payroll Computer Checks,Z-US$,9186,sa,1/1/1900,common:ComprehensiveIncome
9169,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1886,1/1/2025,-1040.52,C,Payroll Computer Checks,Z-US$,9187,sa,1/1/1900,common:NetCashFlowOperatingActivities
9170,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1886,1/1/2025,-328.53,C,Payroll Computer Checks,Z-US$,9188,sa,1/1/1900,common:NetCashFlowOperatingActivities
9171,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1886,1/1/2025,52.15,D,Payroll Computer Checks,Z-US$,9189,sa,1/1/1900,common:ComprehensiveIncome
9172,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1886,1/1/2025,-71.88,C,Payroll Computer Checks,Z-US$,9190,sa,1/1/1900,common:NetCashFlowOperatingActivities
9173,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1886,1/1/2025,-60.82,C,Payroll Computer Checks,Z-US$,9191,sa,1/1/1900,common:NetCashFlowOperatingActivities
9174,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1886,1/1/2025,1395.39,D,Payroll Computer Checks,Z-US$,9192,sa,1/1/1900,common:ComprehensiveIncome
9175,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1886,1/1/2025,86.2,D,Payroll Computer Checks,Z-US$,9193,sa,1/1/1900,common:ComprehensiveIncome
9176,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1887,1/1/2025,-989,C,Payroll Computer Checks,Z-US$,9194,sa,1/1/1900,common:NetCashFlowOperatingActivities
9177,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1887,1/1/2025,-36.79,C,Payroll Computer Checks,Z-US$,9195,sa,1/1/1900,common:NetCashFlowOperatingActivities
9178,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1887,1/1/2025,18.96,D,Payroll Computer Checks,Z-US$,9196,sa,1/1/1900,common:ComprehensiveIncome
9179,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1887,1/1/2025,51.33,D,Payroll Computer Checks,Z-US$,9197,sa,1/1/1900,common:ComprehensiveIncome
9180,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1887,1/1/2025,-51.33,C,Payroll Computer Checks,Z-US$,9198,sa,1/1/1900,common:NetCashFlowOperatingActivities
9181,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1887,1/1/2025,81.07,D,Payroll Computer Checks,Z-US$,9199,sa,1/1/1900,common:ComprehensiveIncome
9182,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1887,1/1/2025,-342.36,C,Payroll Computer Checks,Z-US$,9200,sa,1/1/1900,common:NetCashFlowOperatingActivities
9183,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1887,1/1/2025,-44.38,C,Payroll Computer Checks,Z-US$,9201,sa,1/1/1900,common:NetCashFlowOperatingActivities
9184,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1887,1/1/2025,1312.5,D,Payroll Computer Checks,Z-US$,9202,sa,1/1/1900,common:ComprehensiveIncome
9185,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1888,1/1/2025,-682.3,C,Payroll Computer Checks,Z-US$,9203,sa,1/1/1900,common:NetCashFlowOperatingActivities
9186,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1888,1/1/2025,-167.49,C,Payroll Computer Checks,Z-US$,9204,sa,1/1/1900,common:NetCashFlowOperatingActivities
9187,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1888,1/1/2025,833.33,D,Payroll Computer Checks,Z-US$,9205,sa,1/1/1900,common:ComprehensiveIncome
9188,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1888,1/1/2025,12.01,D,Payroll Computer Checks,Z-US$,9206,sa,1/1/1900,common:ComprehensiveIncome
9189,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1888,1/1/2025,51.36,D,Payroll Computer Checks,Z-US$,9207,sa,1/1/1900,common:ComprehensiveIncome
9190,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1888,1/1/2025,-30,C,Payroll Computer Checks,Z-US$,9208,sa,1/1/1900,common:NetCashFlowOperatingActivities
9191,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1888,1/1/2025,50.61,D,Payroll Computer Checks,Z-US$,9209,sa,1/1/1900,common:ComprehensiveIncome
9192,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1888,1/1/2025,-50.61,C,Payroll Computer Checks,Z-US$,9210,sa,1/1/1900,common:NetCashFlowOperatingActivities
9193,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1888,1/1/2025,-16.91,C,Payroll Computer Checks,Z-US$,9211,sa,1/1/1900,common:NetCashFlowOperatingActivities
9194,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1889,1/1/2025,-50.4,C,Payroll Computer Checks,Z-US$,9212,sa,1/1/1900,common:NetCashFlowOperatingActivities
9195,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1889,1/1/2025,-156.97,C,Payroll Computer Checks,Z-US$,9213,sa,1/1/1900,common:NetCashFlowOperatingActivities
9196,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1889,1/1/2025,9.95,D,Payroll Computer Checks,Z-US$,9214,sa,1/1/1900,common:ComprehensiveIncome
9197,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1889,1/1/2025,-25.75,C,Payroll Computer Checks,Z-US$,9215,sa,1/1/1900,common:NetCashFlowOperatingActivities
9198,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1889,1/1/2025,-542.57,C,Payroll Computer Checks,Z-US$,9216,sa,1/1/1900,common:NetCashFlowOperatingActivities
9199,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1889,1/1/2025,50.4,D,Payroll Computer Checks,Z-US$,9217,sa,1/1/1900,common:ComprehensiveIncome
9200,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1889,1/1/2025,-18.72,C,Payroll Computer Checks,Z-US$,9218,sa,1/1/1900,common:NetCashFlowOperatingActivities
9201,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1889,1/1/2025,691.5,D,Payroll Computer Checks,Z-US$,9219,sa,1/1/1900,common:ComprehensiveIncome
9202,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1889,1/1/2025,42.56,D,Payroll Computer Checks,Z-US$,9220,sa,1/1/1900,common:ComprehensiveIncome
9203,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1890,1/1/2025,-985.8,C,Payroll Computer Checks,Z-US$,9221,sa,1/1/1900,common:NetCashFlowOperatingActivities
9204,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1890,1/1/2025,-105.45,C,Payroll Computer Checks,Z-US$,9222,sa,1/1/1900,common:NetCashFlowOperatingActivities
9205,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1890,1/1/2025,-289.38,C,Payroll Computer Checks,Z-US$,9223,sa,1/1/1900,common:NetCashFlowOperatingActivities
9206,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1890,1/1/2025,18.26,D,Payroll Computer Checks,Z-US$,9224,sa,1/1/1900,common:ComprehensiveIncome
9207,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1890,1/1/2025,-51.99,C,Payroll Computer Checks,Z-US$,9225,sa,1/1/1900,common:NetCashFlowOperatingActivities
9208,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1890,1/1/2025,78.09,D,Payroll Computer Checks,Z-US$,9226,sa,1/1/1900,common:ComprehensiveIncome
9209,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1890,1/1/2025,1312.5,D,Payroll Computer Checks,Z-US$,9227,sa,1/1/1900,common:ComprehensiveIncome
9210,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1890,1/1/2025,51.99,D,Payroll Computer Checks,Z-US$,9228,sa,1/1/1900,common:ComprehensiveIncome
9211,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1890,1/1/2025,-28.22,C,Payroll Computer Checks,Z-US$,9229,sa,1/1/1900,common:NetCashFlowOperatingActivities
9212,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1891,1/1/2025,-51.18,C,Payroll Computer Checks,Z-US$,9230,sa,1/1/1900,common:NetCashFlowOperatingActivities
9213,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1891,1/1/2025,-13.38,C,Payroll Computer Checks,Z-US$,9231,sa,1/1/1900,common:NetCashFlowOperatingActivities
9214,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1891,1/1/2025,-174.76,C,Payroll Computer Checks,Z-US$,9232,sa,1/1/1900,common:NetCashFlowOperatingActivities
9215,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1891,1/1/2025,11.83,D,Payroll Computer Checks,Z-US$,9233,sa,1/1/1900,common:ComprehensiveIncome
9216,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1891,1/1/2025,908.79,D,Payroll Computer Checks,Z-US$,9234,sa,1/1/1900,common:ComprehensiveIncome
9217,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1891,1/1/2025,50.58,D,Payroll Computer Checks,Z-US$,9235,sa,1/1/1900,common:ComprehensiveIncome
9218,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1891,1/1/2025,-653.76,C,Payroll Computer Checks,Z-US$,9236,sa,1/1/1900,common:NetCashFlowOperatingActivities
9219,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1891,1/1/2025,51.18,D,Payroll Computer Checks,Z-US$,9237,sa,1/1/1900,common:ComprehensiveIncome
9220,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1891,1/1/2025,-129.3,C,Payroll Computer Checks,Z-US$,9238,sa,1/1/1900,common:NetCashFlowOperatingActivities
9221,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1892,1/1/2025,-51.58,C,Payroll Computer Checks,Z-US$,9239,sa,1/1/1900,common:NetCashFlowOperatingActivities
9222,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1892,1/1/2025,-49.46,C,Payroll Computer Checks,Z-US$,9240,sa,1/1/1900,common:NetCashFlowOperatingActivities
9223,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1892,1/1/2025,-1094.32,C,Payroll Computer Checks,Z-US$,9241,sa,1/1/1900,common:NetCashFlowOperatingActivities
9224,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1892,1/1/2025,-52.14,C,Payroll Computer Checks,Z-US$,9242,sa,1/1/1900,common:NetCashFlowOperatingActivities
9225,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1892,1/1/2025,51.58,D,Payroll Computer Checks,Z-US$,9243,sa,1/1/1900,common:ComprehensiveIncome
9226,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1892,1/1/2025,-399.14,C,Payroll Computer Checks,Z-US$,9244,sa,1/1/1900,common:NetCashFlowOperatingActivities
9227,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1892,1/1/2025,21.42,D,Payroll Computer Checks,Z-US$,9245,sa,1/1/1900,common:ComprehensiveIncome
9228,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1892,1/1/2025,1482.06,D,Payroll Computer Checks,Z-US$,9246,sa,1/1/1900,common:ComprehensiveIncome
9229,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1892,1/1/2025,91.58,D,Payroll Computer Checks,Z-US$,9247,sa,1/1/1900,common:ComprehensiveIncome
9230,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1893,1/1/2025,-703.38,C,Payroll Computer Checks,Z-US$,9248,sa,1/1/1900,common:NetCashFlowOperatingActivities
9231,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1893,1/1/2025,-199.14,C,Payroll Computer Checks,Z-US$,9249,sa,1/1/1900,common:NetCashFlowOperatingActivities
9232,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1893,1/1/2025,50.7,D,Payroll Computer Checks,Z-US$,9250,sa,1/1/1900,common:ComprehensiveIncome
9233,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1893,1/1/2025,54.93,D,Payroll Computer Checks,Z-US$,9251,sa,1/1/1900,common:ComprehensiveIncome
9234,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1893,1/1/2025,891,D,Payroll Computer Checks,Z-US$,9252,sa,1/1/1900,common:ComprehensiveIncome
9235,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1893,1/1/2025,-24.53,C,Payroll Computer Checks,Z-US$,9253,sa,1/1/1900,common:NetCashFlowOperatingActivities
9236,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1893,1/1/2025,-50.7,C,Payroll Computer Checks,Z-US$,9254,sa,1/1/1900,common:NetCashFlowOperatingActivities
9237,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1893,1/1/2025,-31.73,C,Payroll Computer Checks,Z-US$,9255,sa,1/1/1900,common:NetCashFlowOperatingActivities
9238,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1893,1/1/2025,12.85,D,Payroll Computer Checks,Z-US$,9256,sa,1/1/1900,common:ComprehensiveIncome
9239,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1894,1/1/2025,-31.39,C,Payroll Computer Checks,Z-US$,9257,sa,1/1/1900,common:NetCashFlowOperatingActivities
9240,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1894,1/1/2025,1000,D,Payroll Computer Checks,Z-US$,9258,sa,1/1/1900,common:ComprehensiveIncome
9241,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1894,1/1/2025,-741.59,C,Payroll Computer Checks,Z-US$,9259,sa,1/1/1900,common:NetCashFlowOperatingActivities
9242,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1894,1/1/2025,50.86,D,Payroll Computer Checks,Z-US$,9260,sa,1/1/1900,common:ComprehensiveIncome
9243,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1894,1/1/2025,-35,C,Payroll Computer Checks,Z-US$,9261,sa,1/1/1900,common:NetCashFlowOperatingActivities
9244,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1894,1/1/2025,-50.86,C,Payroll Computer Checks,Z-US$,9262,sa,1/1/1900,common:NetCashFlowOperatingActivities
9245,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1894,1/1/2025,-268.14,C,Payroll Computer Checks,Z-US$,9263,sa,1/1/1900,common:NetCashFlowOperatingActivities
9246,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1894,1/1/2025,14.43,D,Payroll Computer Checks,Z-US$,9264,sa,1/1/1900,common:ComprehensiveIncome
9247,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1894,1/1/2025,61.69,D,Payroll Computer Checks,Z-US$,9265,sa,1/1/1900,common:ComprehensiveIncome
9248,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1895,1/1/2025,-683.12,C,Payroll Computer Checks,Z-US$,9266,sa,1/1/1900,common:NetCashFlowOperatingActivities
9249,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,1895,1/1/2025,51.64,D,Payroll Computer Checks,Z-US$,9267,sa,1/1/1900,common:ComprehensiveIncome
9250,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,1895,1/1/2025,912.5,D,Payroll Computer Checks,Z-US$,9268,sa,1/1/1900,common:ComprehensiveIncome
9251,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,1895,1/1/2025,11.88,D,Payroll Computer Checks,Z-US$,9269,sa,1/1/1900,common:ComprehensiveIncome
9252,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,1895,1/1/2025,50.81,D,Payroll Computer Checks,Z-US$,9270,sa,1/1/1900,common:ComprehensiveIncome
9253,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1895,1/1/2025,-51.64,C,Payroll Computer Checks,Z-US$,9271,sa,1/1/1900,common:NetCashFlowOperatingActivities
9254,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,1895,1/1/2025,-137.77,C,Payroll Computer Checks,Z-US$,9272,sa,1/1/1900,common:NetCashFlowOperatingActivities
9255,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,1895,1/1/2025,-15.72,C,Payroll Computer Checks,Z-US$,9273,sa,1/1/1900,common:NetCashFlowOperatingActivities
9256,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,1895,1/1/2025,-138.58,C,Payroll Computer Checks,Z-US$,9274,sa,1/1/1900,common:NetCashFlowOperatingActivities
9257,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,1896,1/1/2025,-982.52,C,Payroll Computer Checks,Z-US$,9275,sa,1/1/1900,common:NetCashFlowOperatingActivities
9258,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,1896,1/1/2025,-51.4,C,Payroll Computer Checks,Z-US$,9276,sa,1/1/1900,common:NetCashFlowOperatingActivities
